applicant_id,issue_date,year,month,region,region_unemp,gender,race,age_group,education,employment_status,annual_income,credit_score,loan_amount,debt_to_income,interest_rate,default
202411_35,2024-11-18,2024,11,S,0.07920342855542094,male,white,30-44,highschool,employed,54113.17,665,13385.51,0.224,0.01,0
202411_36,2024-11-27,2024,11,MW,0.05857174824366049,male,black,45-59,master,employed,94429.8,662,30438.56,0.119,0.0363,0
202411_37,2024-11-10,2024,11,W,0.061116412458263214,female,hispanic,30-44,bachelor,employed,87833.01,689,28128.8,0.216,0.0132,0
202411_38,2024-11-10,2024,11,MW,0.06604564246027714,male,white,45-59,highschool,self-employed,55954.29,675,14881.96,0.265,0.01,0
202411_39,2024-11-17,2024,11,MW,0.07169615893806,female,black,30-44,highschool,employed,48906.41,677,9807.26,0.226,0.01,0
202411_40,2024-11-21,2024,11,W,0.07424680214329302,male,other,30-44,bachelor,employed,90726.53,647,24242.97,0.151,0.01,0
202411_41,2024-11-26,2024,11,S,0.07288775879579862,male,white,30-44,bachelor,employed,81109.47,660,26731.58,0.325,0.0191,0
202411_42,2024-11-23,2024,11,NE,0.07394962802742583,female,hispanic,60+,master,employed,81059.7,635,21666.28,0.35,0.01,0
202411_43,2024-11-10,2024,11,S,0.06833136125258674,female,white,18-29,bachelor,employed,75379.92,651,24434.6,0.208,0.01,0
202411_44,2024-11-01,2024,11,MW,0.058531351395904575,female,black,30-44,highschool,employed,62757.88,611,18847.83,0.047,0.01,0
202411_45,2024-11-06,2024,11,S,0.07377954385020415,female,asian,30-44,highschool,employed,57778.12,638,21293.73,0.225,0.01,0
202411_46,2024-11-01,2024,11,NE,0.06921499521532243,female,other,30-44,highschool,employed,72957.99,676,13158.49,0.267,0.01,0
202411_47,2024-11-11,2024,11,MW,0.06482249043874741,male,asian,30-44,highschool,employed,64819.04,690,18471.85,0.025,0.01,0
202411_48,2024-11-18,2024,11,S,0.07214720058513886,female,white,45-59,other,employed,62491.67,653,23562.71,0.232,0.01,1
202411_49,2024-11-18,2024,11,W,0.06745501147707221,male,black,60+,highschool,employed,59018.83,580,10827.61,0.106,0.01,0
202411_50,2024-11-18,2024,11,NE,0.06572823929067423,female,white,45-59,phd,employed,138190.24,709,43083.52,0.269,0.131,1
202411_51,2024-11-05,2024,11,W,0.06281289375514063,male,white,30-44,master,employed,104345.75,697,28191.95,0.101,0.0191,0
202411_52,2024-11-26,2024,11,MW,0.06375713411577721,male,hispanic,30-44,bachelor,employed,64254.76,653,14795.11,0.23,0.01,0
202411_53,2024-11-21,2024,11,S,0.07313132978003711,female,white,30-44,highschool,unemployed,14729.05,649,2495.43,0.222,0.01,0
202411_54,2024-11-05,2024,11,NE,0.06610839701390406,male,white,18-29,highschool,employed,54098.58,650,13631.73,0.239,0.01,1
202411_55,2024-11-13,2024,11,W,0.06919734775604836,male,hispanic,18-29,highschool,employed,57160.08,638,16008.16,0.032,0.01,0
202411_56,2024-11-02,2024,11,MW,0.07057765109726166,female,white,30-44,highschool,employed,54752.78,674,19103.82,0.155,0.01,0
202411_57,2024-11-03,2024,11,NE,0.07204980827968992,female,white,30-44,master,employed,106514.43,698,30620.87,0.142,0.0382,0
202411_58,2024-11-08,2024,11,W,0.06786959469474861,male,asian,30-44,bachelor,employed,116216.97,693,26470.86,0.095,0.01,1
202411_59,2024-11-21,2024,11,MW,0.05828756678849393,female,white,45-59,master,employed,104968.43,724,26848.34,0.164,0.01,0
202411_60,2024-11-10,2024,11,S,0.07185221275797822,male,black,30-44,bachelor,employed,56841.02,670,15126.22,0.21,0.01,1
202411_61,2024-11-02,2024,11,NE,0.07269933945489225,female,white,18-29,master,employed,101707.79,730,29988.75,0.305,0.0154,0
202411_62,2024-11-16,2024,11,W,0.06467760529399985,female,white,30-44,master,employed,103958.98,692,28559.15,0.304,0.0273,0
202411_63,2024-11-07,2024,11,NE,0.06780341494821857,male,asian,45-59,highschool,employed,68783.83,730,23274.96,0.272,0.01,0
202411_64,2024-11-08,2024,11,MW,0.06497885883014659,male,asian,18-29,highschool,self-employed,51789.74,677,19036.73,0.332,0.01,0
202411_65,2024-11-22,2024,11,NE,0.07406626756520192,male,black,30-44,highschool,employed,34987.84,622,13472.8,0.209,0.01,0
202411_66,2024-11-17,2024,11,W,0.06320297485988291,female,white,18-29,bachelor,self-employed,92454.76,611,15109.42,0.321,0.01,1
202411_67,2024-11-04,2024,11,NE,0.07275626209617272,female,asian,30-44,bachelor,employed,93543.01,676,21623.44,0.043,0.01,1
202411_68,2024-11-11,2024,11,S,0.07572019704117268,male,black,30-44,phd,employed,82940.35,721,18918.33,0.304,0.01,1
202411_69,2024-11-05,2024,11,S,0.07005993900512941,male,hispanic,45-59,highschool,employed,45958.78,657,15689.02,0.309,0.01,0
202411_70,2024-11-25,2024,11,MW,0.0512794730950214,female,hispanic,30-44,other,employed,31549.39,664,12594.36,0.224,0.01,0
202411_71,2024-11-20,2024,11,S,0.06553156426906297,female,hispanic,45-59,bachelor,employed,59484.32,591,21835.69,0.153,0.01,0
202411_72,2024-11-27,2024,11,S,0.07391436748586688,female,black,18-29,master,employed,66791.91,689,22897.05,0.325,0.01,0
202411_73,2024-11-17,2024,11,S,0.07548181920703885,male,asian,45-59,highschool,employed,59651.01,714,17537.81,0.338,0.01,0
202411_74,2024-11-25,2024,11,MW,0.07241757023020505,male,hispanic,30-44,other,employed,73282.62,661,18240.59,0.399,0.01,1
202411_75,2024-11-27,2024,11,NE,0.07059367458697106,female,white,30-44,highschool,employed,41121.42,665,16190.09,0.208,0.01,1
202411_76,2024-11-21,2024,11,S,0.07099755976030532,female,white,18-29,highschool,self-employed,35271.84,702,5730.57,0.242,0.01,0
202411_77,2024-11-04,2024,11,NE,0.057081584146506756,female,white,45-59,bachelor,employed,75471.75,689,16872.15,0.134,0.01,0
202411_78,2024-11-09,2024,11,NE,0.0712101719816085,female,white,30-44,bachelor,employed,96489.94,658,18936.83,0.244,0.01,0
202411_79,2024-11-15,2024,11,W,0.062482924292035655,female,white,45-59,master,employed,123620.54,660,34600.31,0.201,0.0938,1
202411_80,2024-11-17,2024,11,NE,0.07073561641792687,male,white,30-44,master,employed,112561.23,648,23524.56,0.246,0.01,1
202411_81,2024-11-23,2024,11,MW,0.056220039856762084,male,asian,30-44,highschool,employed,45260.25,681,8570.64,0.171,0.01,0
202411_82,2024-11-23,2024,11,MW,0.06641979149094437,male,white,30-44,master,employed,98333.48,766,27340.92,0.229,0.01,0
202411_83,2024-11-19,2024,11,S,0.08182147975741558,female,white,30-44,bachelor,employed,65203.38,702,17397.17,0.255,0.01,0
202411_84,2024-11-24,2024,11,W,0.06947184451254328,male,white,30-44,master,employed,97637.86,674,24030.16,0.206,0.01,0
202411_85,2024-11-27,2024,11,W,0.0647097095007254,female,hispanic,30-44,highschool,self-employed,55358.56,721,4859.08,0.207,0.01,0
202411_86,2024-11-24,2024,11,S,0.07259839342624448,female,asian,18-29,other,employed,53858.3,616,20442.61,0.347,0.01,0
202411_87,2024-11-23,2024,11,S,0.08041761211454787,female,white,30-44,highschool,employed,52805.21,670,19343.73,0.188,0.01,0
202411_88,2024-11-15,2024,11,S,0.07552032513332065,female,white,30-44,other,employed,56243.1,631,16121.67,0.27,0.01,1
202411_89,2024-11-12,2024,11,S,0.0764281709722841,male,hispanic,60+,phd,employed,113354.12,606,33125.67,0.231,0.0936,0
202411_90,2024-11-07,2024,11,S,0.06788548536852504,male,white,30-44,highschool,unemployed,30315.45,684,16474.28,0.314,0.01,0
202411_91,2024-11-05,2024,11,W,0.05838991870984046,female,other,30-44,highschool,employed,57653.63,682,14647.89,0.267,0.01,0
202411_92,2024-11-13,2024,11,MW,0.06551599938245964,male,white,30-44,highschool,employed,46990.33,607,6334.87,0.264,0.01,0
202411_93,2024-11-02,2024,11,NE,0.06163480746501187,male,black,45-59,master,employed,78103.96,691,24851.24,0.296,0.01,1
202411_94,2024-11-26,2024,11,MW,0.055932141649520435,male,white,45-59,bachelor,employed,80891.84,659,16086.84,0.129,0.01,0
202411_95,2024-11-15,2024,11,MW,0.055303829075115954,female,white,60+,bachelor,employed,77536.1,661,21567.03,0.242,0.01,1
202411_96,2024-11-02,2024,11,W,0.07518366823614804,male,white,18-29,bachelor,employed,86854.74,661,23353.7,0.363,0.01,0
202411_97,2024-11-03,2024,11,NE,0.06434246356304268,male,white,45-59,bachelor,employed,71181.92,722,28077.31,0.108,0.01,0
202411_98,2024-11-02,2024,11,W,0.0628122723703985,female,hispanic,30-44,highschool,employed,63666.34,674,21980.43,0.237,0.01,0
202411_99,2024-11-19,2024,11,S,0.07678469652544877,male,white,45-59,highschool,employed,50614.53,660,20032.95,0.322,0.01,0
202412_0,2024-12-14,2024,12,MW,0.06923549055493437,male,hispanic,60+,highschool,employed,76706.77,714,24865.85,0.294,0.01,0
202412_1,2024-12-16,2024,12,MW,0.06690685974263653,female,black,45-59,bachelor,employed,76248.84,670,19240.48,0.111,0.01,0
202412_2,2024-12-05,2024,12,NE,0.06793239562349644,female,black,30-44,highschool,employed,63427.87,610,17192.41,0.354,0.01,0
202412_3,2024-12-05,2024,12,MW,0.05668628913198502,female,white,60+,bachelor,employed,75596.97,662,18026.87,0.191,0.01,0
202412_4,2024-12-10,2024,12,S,0.07347578841273447,female,white,30-44,highschool,self-employed,58531.81,667,14138.53,0.257,0.01,0
202412_5,2024-12-05,2024,12,MW,0.057301427121455306,female,asian,60+,bachelor,employed,90323.76,657,25829.44,0.314,0.01,0
202412_6,2024-12-16,2024,12,S,0.0670296515125962,male,white,45-59,highschool,employed,72998.48,589,24757.73,0.266,0.0426,0
202412_7,2024-12-13,2024,12,MW,0.0643671819794885,female,white,18-29,master,employed,112047.5,737,32724.45,0.348,0.0269,0
202412_8,2024-12-04,2024,12,NE,0.06395139847473093,female,hispanic,18-29,master,employed,102657.54,681,31227.2,0.34,0.0604,0
202412_9,2024-12-26,2024,12,W,0.06601539006680675,female,hispanic,45-59,highschool,employed,64113.29,617,23952.12,0.253,0.0198,1
202412_10,2024-12-02,2024,12,S,0.0733246166033209,male,black,30-44,highschool,employed,43022.46,640,14891.78,0.201,0.01,1
202412_11,2024-12-23,2024,12,W,0.0680816024447183,male,white,45-59,master,employed,111309.34,715,33878.62,0.143,0.0713,0
202412_12,2024-12-08,2024,12,W,0.06656543146875223,female,white,18-29,highschool,employed,71359.14,687,17359.83,0.274,0.01,1
202412_13,2024-12-11,2024,12,S,0.07659486748465764,male,white,18-29,highschool,employed,64757.42,664,19470.39,0.275,0.01,0
202412_14,2024-12-20,2024,12,NE,0.06736114300312429,male,white,45-59,highschool,employed,60750.01,644,17238.56,0.154,0.01,0
202412_15,2024-12-12,2024,12,S,0.07669419732874407,male,other,18-29,highschool,employed,61806.66,606,15740.45,0.161,0.01,0
202412_16,2024-12-14,2024,12,W,0.06624362852987505,male,white,45-59,bachelor,employed,101737.35,686,25389.98,0.14,0.01,0
202412_17,2024-12-26,2024,12,S,0.07677149491803074,female,white,18-29,master,employed,112596.05,689,34720.23,0.419,0.0697,1
202412_18,2024-12-26,2024,12,W,0.06287555604671313,female,asian,45-59,master,employed,144399.75,784,42208.84,0.164,0.1036,0
202412_19,2024-12-03,2024,12,NE,0.07026641241382274,male,white,45-59,highschool,employed,44379.67,629,19653.35,0.125,0.01,0
202412_20,2024-12-06,2024,12,S,0.07502597453072868,male,white,30-44,bachelor,employed,63752.74,624,15287.26,0.188,0.01,0
202412_21,2024-12-06,2024,12,S,0.07855730099088408,male,white,60+,highschool,employed,53258.65,657,12564.79,0.136,0.01,0
202412_22,2024-12-04,2024,12,W,0.0673550309773371,male,hispanic,30-44,highschool,employed,47365.97,649,10957.29,0.126,0.01,0
202412_23,2024-12-12,2024,12,S,0.07269915210860318,female,white,18-29,bachelor,employed,77432.11,681,25104.02,0.348,0.01,0
202412_24,2024-12-05,2024,12,MW,0.06679894319779284,female,white,45-59,bachelor,employed,92339.14,638,26899.72,0.207,0.0269,0
202412_25,2024-12-04,2024,12,S,0.06996694205573907,male,white,30-44,other,employed,59152.86,612,17536.07,0.094,0.01,1
202412_26,2024-12-16,2024,12,MW,0.06179138752127756,female,white,45-59,master,employed,93950.35,626,14178.24,0.105,0.01,1
202412_27,2024-12-12,2024,12,W,0.07070718834223766,female,white,60+,highschool,employed,57490.11,637,8010.7,0.126,0.01,0
202412_28,2024-12-15,2024,12,MW,0.06280396768645609,male,asian,30-44,bachelor,self-employed,73054.96,678,20575.22,0.236,0.01,0
202412_29,2024-12-04,2024,12,MW,0.061436712792929886,male,asian,18-29,other,employed,50286.92,607,19569.13,0.241,0.01,1
202412_30,2024-12-20,2024,12,S,0.07897635500762683,female,white,30-44,bachelor,employed,71324.85,694,23479.28,0.297,0.01,0
202412_31,2024-12-14,2024,12,W,0.05846729350956156,male,white,30-44,highschool,employed,76156.55,669,19231.29,0.139,0.01,0
202412_32,2024-12-13,2024,12,NE,0.06822935294739735,male,white,45-59,bachelor,self-employed,82304.03,763,25827.3,0.159,0.01,0
202412_33,2024-12-01,2024,12,MW,0.0696005712601446,female,black,30-44,highschool,employed,50334.06,681,19078.3,0.263,0.01,1
202412_34,2024-12-21,2024,12,NE,0.07383051888516073,male,hispanic,45-59,highschool,employed,46644.49,658,14122.74,0.152,0.01,0
202412_35,2024-12-18,2024,12,MW,0.06083468454215904,male,asian,30-44,master,employed,120063.93,686,34742.43,0.174,0.0776,0
202412_36,2024-12-03,2024,12,NE,0.07039563256356851,male,white,45-59,master,employed,110001.33,689,31609.67,0.124,0.0301,0
202412_37,2024-12-05,2024,12,S,0.0768411730847316,male,white,45-59,highschool,employed,46284.28,665,23117.41,0.132,0.01,1
202412_38,2024-12-08,2024,12,NE,0.06541677108561494,female,white,60+,highschool,unemployed,32050.63,635,9214.78,0.295,0.01,1
202412_39,2024-12-12,2024,12,S,0.07687354925222038,female,black,45-59,bachelor,employed,64555.86,641,14682.07,0.197,0.01,0
202412_40,2024-12-15,2024,12,S,0.07704019862417194,male,other,18-29,master,unemployed,34098.71,658,1930.03,0.209,0.01,0
202412_41,2024-12-12,2024,12,MW,0.06400952272949993,female,white,45-59,phd,employed,108573.91,695,21729.34,0.023,0.01,0
202412_42,2024-12-08,2024,12,S,0.06984352320068014,female,white,30-44,highschool,employed,60804.82,668,16267.28,0.233,0.01,0
202412_43,2024-12-14,2024,12,MW,0.05482538146128329,female,white,18-29,bachelor,employed,84524.92,609,20819.1,0.291,0.01,0
202412_44,2024-12-26,2024,12,NE,0.06699549380742215,female,white,30-44,highschool,employed,70289.17,697,26259.72,0.174,0.01,0
202412_45,2024-12-23,2024,12,MW,0.05949913204476941,female,white,45-59,highschool,self-employed,44632.98,680,10202.8,0.27,0.01,0
202412_46,2024-12-26,2024,12,W,0.07166711365794225,male,asian,18-29,highschool,employed,72499.01,611,19719.35,0.15,0.01,0
202412_47,2024-12-15,2024,12,W,0.06438495085780971,female,white,30-44,bachelor,employed,92627.7,645,15495.74,0.272,0.01,0
202412_48,2024-12-04,2024,12,MW,0.06303857318628948,female,white,60+,highschool,employed,65633.68,640,3967.98,0.133,0.01,0
202412_49,2024-12-02,2024,12,MW,0.06149993841970886,female,white,30-44,highschool,employed,42296.03,661,14598.63,0.221,0.01,0
202412_50,2024-12-08,2024,12,MW,0.06738456244311405,female,asian,60+,highschool,employed,62779.36,703,27695.22,0.178,0.01,0
202412_51,2024-12-19,2024,12,NE,0.060459432330520445,male,white,45-59,bachelor,employed,88547.73,672,26608.8,0.224,0.01,0
202412_52,2024-12-19,2024,12,NE,0.06745064638988067,female,black,30-44,bachelor,employed,76822.36,620,23462.66,0.207,0.01,0
202412_53,2024-12-06,2024,12,MW,0.05944903966549698,female,asian,18-29,master,employed,88921.39,666,21930.6,0.242,0.01,1
202412_54,2024-12-25,2024,12,S,0.07003661862099307,male,white,45-59,bachelor,employed,69401.55,639,18478.37,0.24,0.01,0
202412_55,2024-12-14,2024,12,S,0.07600156920887445,male,hispanic,45-59,master,employed,83315.05,650,18450.64,0.295,0.01,0
202412_56,2024-12-19,2024,12,NE,0.0600306454652717,female,white,45-59,other,employed,53390.23,651,9687.15,0.261,0.01,1
202412_57,2024-12-06,2024,12,S,0.08189069775316453,female,black,18-29,highschool,employed,48575.76,670,12065.9,0.284,0.01,0
202412_58,2024-12-10,2024,12,S,0.06187581279545418,male,hispanic,60+,master,unemployed,18595.11,644,9300.06,0.195,0.01,0
202412_59,2024-12-27,2024,12,MW,0.059545645072051664,male,hispanic,30-44,other,employed,42545.19,610,13054.49,0.006,0.01,1
202412_60,2024-12-25,2024,12,W,0.06247905960438078,male,white,30-44,highschool,employed,53347.81,708,13290.04,0.159,0.01,0
202412_61,2024-12-11,2024,12,S,0.07097123701250344,male,other,18-29,highschool,self-employed,54500.41,687,13525.26,0.258,0.01,0
202412_62,2024-12-22,2024,12,NE,0.06609575950274392,female,white,18-29,other,employed,50640.08,704,10350.84,0.254,0.01,0
202412_63,2024-12-10,2024,12,W,0.060100710301339434,female,asian,18-29,other,employed,82633.6,653,20551.26,0.226,0.01,1
202412_64,2024-12-17,2024,12,MW,0.06888661968034906,male,white,60+,highschool,employed,34924.17,585,7394.45,0.03,0.01,0
202412_65,2024-12-18,2024,12,MW,0.06510861079819458,female,white,30-44,master,employed,98517.53,638,26001.23,0.332,0.0205,1
202412_66,2024-12-13,2024,12,W,0.067384707982848,male,black,30-44,highschool,employed,60362.44,634,19570.01,0.244,0.01,1
202412_67,2024-12-19,2024,12,S,0.06698815030141023,male,white,45-59,bachelor,employed,65845.67,649,23634.13,0.078,0.01,1
202412_68,2024-12-25,2024,12,MW,0.06633379015314189,female,hispanic,18-29,highschool,employed,62104.5,653,21906.03,0.134,0.01,0
202412_69,2024-12-14,2024,12,NE,0.06106496531057306,male,hispanic,60+,bachelor,self-employed,58492.68,641,17239.48,0.173,0.01,0
202412_70,2024-12-26,2024,12,MW,0.060374170418296375,male,other,18-29,master,employed,101719.74,655,26111.58,0.282,0.024,1
202412_71,2024-12-25,2024,12,MW,0.05819841420655824,female,white,60+,highschool,employed,49342.26,698,7275.3,0.268,0.01,0
202412_72,2024-12-20,2024,12,MW,0.06032583538337304,male,white,30-44,master,self-employed,95546.44,725,31906.08,0.208,0.0344,1
202412_73,2024-12-19,2024,12,S,0.07347175224598622,male,white,30-44,bachelor,employed,73278.54,659,23304.88,0.313,0.01,1
202412_74,2024-12-16,2024,12,S,0.0639345750824897,female,white,60+,master,employed,77412.72,677,22211.79,0.157,0.01,0
202412_75,2024-12-19,2024,12,MW,0.0603210078344154,male,white,30-44,bachelor,employed,88353.55,715,24347.31,0.232,0.01,0
202412_76,2024-12-25,2024,12,MW,0.05885590459005881,female,white,45-59,highschool,employed,71427.1,725,20111.76,0.074,0.01,0
202412_77,2024-12-17,2024,12,S,0.07127144143799415,male,white,30-44,highschool,unemployed,29346.72,640,3537.49,0.261,0.01,0
202412_78,2024-12-25,2024,12,MW,0.05886041638280947,male,asian,45-59,other,employed,67593.85,614,15992.4,0.274,0.01,1
202412_79,2024-12-22,2024,12,S,0.07494139225452717,male,white,45-59,highschool,employed,66192.29,673,19052.87,0.193,0.01,0
202412_80,2024-12-19,2024,12,NE,0.06561936943946498,female,white,30-44,bachelor,employed,81806.87,593,22623.45,0.211,0.01,1
202412_81,2024-12-05,2024,12,W,0.059056085970711776,female,white,30-44,highschool,employed,62239.4,681,17253.8,0.133,0.01,0
202412_82,2024-12-22,2024,12,MW,0.06406179489637769,male,white,45-59,master,employed,91023.56,702,20272.66,0.235,0.01,1
202412_83,2024-12-25,2024,12,W,0.07277006191847817,male,white,45-59,highschool,employed,71791.71,676,23235.81,0.307,0.01,0
202412_84,2024-12-15,2024,12,MW,0.05763966122512065,female,hispanic,45-59,master,employed,91750.11,628,22253.51,0.112,0.01,0
202412_85,2024-12-04,2024,12,S,0.08089744369332519,male,hispanic,30-44,highschool,employed,55124.69,726,13454.52,0.123,0.01,0
202412_86,2024-12-18,2024,12,NE,0.07415391273546308,female,white,60+,bachelor,employed,78665.05,627,13602.64,0.223,0.01,0
202412_87,2024-12-18,2024,12,S,0.06848616032888431,female,white,18-29,bachelor,employed,78956.76,705,21877.14,0.158,0.01,0
202412_88,2024-12-07,2024,12,MW,0.07052035333850008,male,white,45-59,highschool,employed,51763.96,616,18186.5,0.241,0.01,0
202412_89,2024-12-06,2024,12,MW,0.05628587013193618,male,white,30-44,highschool,employed,46976.59,650,16100.68,0.146,0.01,0
202412_90,2024-12-24,2024,12,W,0.06769161632432237,male,white,18-29,bachelor,employed,80091.44,636,28940.43,0.191,0.0607,1
202412_91,2024-12-04,2024,12,MW,0.06329282053988211,male,white,30-44,highschool,employed,47078.21,668,11891.09,0.308,0.01,1
202412_92,2024-12-21,2024,12,W,0.05776970973513859,female,white,60+,bachelor,employed,99588.77,709,25824.17,0.231,0.01,1
202412_93,2024-12-05,2024,12,W,0.06673716281570806,female,white,45-59,highschool,employed,53852.57,665,14170.49,0.255,0.01,0
202412_94,2024-12-23,2024,12,S,0.07626920467352535,male,asian,18-29,bachelor,employed,90922.52,652,15080.13,0.361,0.01,1
202412_95,2024-12-20,2024,12,S,0.0651921723169866,female,white,30-44,master,employed,87611.43,733,24079.5,0.164,0.01,0
202412_96,2024-12-27,2024,12,MW,0.06586813191791004,female,hispanic,45-59,bachelor,employed,54537.7,579,15279.68,0.136,0.01,1
202412_97,2024-12-08,2024,12,MW,0.06185693013738861,female,asian,45-59,bachelor,employed,94532.93,703,32159.78,0.272,0.047,0
202412_98,2024-12-11,2024,12,W,0.0638660800314685,female,white,18-29,bachelor,employed,89472.96,616,22553.32,0.307,0.01,0
202412_99,2024-12-18,2024,12,NE,0.06746957039752201,female,black,30-44,highschool,employed,65624.81,692,19916.54,0.136,0.01,0
202501_0,2025-01-09,2025,1,W,0.07284836042097254,male,black,30-44,highschool,unemployed,30191.68,611,13278.87,0.152,0.01,0
202501_1,2025-01-19,2025,1,S,0.07903860383862596,male,other,30-44,highschool,employed,54558.97,675,23122.58,0.166,0.01,0
202501_2,2025-01-12,2025,1,W,0.0753045850995402,male,white,18-29,bachelor,employed,90023.7,696,25243.99,0.263,0.01,1
202501_3,2025-01-24,2025,1,MW,0.06179366452638049,female,white,18-29,other,employed,68605.84,723,15799.15,0.372,0.01,0
202501_4,2025-01-09,2025,1,W,0.07000129357067629,female,white,45-59,bachelor,employed,81981.06,610,28319.27,0.196,0.0584,1
202501_5,2025-01-12,2025,1,NE,0.07611676945613906,female,other,30-44,bachelor,self-employed,67709.18,617,18295.09,0.21,0.01,1
202501_6,2025-01-18,2025,1,MW,0.06196167324798794,male,hispanic,18-29,highschool,employed,59956.57,626,11510.93,0.184,0.01,0
202501_7,2025-01-06,2025,1,MW,0.06284860235754874,female,white,30-44,master,employed,87190.8,730,23100.18,0.184,0.01,0
202501_8,2025-01-15,2025,1,W,0.05971532787971537,female,white,30-44,bachelor,self-employed,82731.66,640,19917.55,0.14,0.01,1
202501_9,2025-01-08,2025,1,MW,0.06048304306077732,female,white,18-29,master,employed,101416.68,730,31106.2,0.31,0.0296,0
202501_10,2025-01-16,2025,1,W,0.054161357930696374,male,hispanic,30-44,master,employed,107536.73,631,27260.72,0.195,0.042,1
202501_11,2025-01-08,2025,1,MW,0.06158361802915795,male,hispanic,45-59,highschool,employed,47846.03,656,11114.08,0.234,0.01,0
202501_12,2025-01-21,2025,1,MW,0.06557419399886434,male,white,60+,highschool,employed,56327.28,656,11100.14,0.183,0.01,0
202501_13,2025-01-13,2025,1,MW,0.058421872349432864,male,white,45-59,highschool,employed,65137.7,616,15516.03,0.164,0.01,0
202501_14,2025-01-13,2025,1,S,0.0792167821371061,male,asian,18-29,highschool,employed,62635.73,670,16523.46,0.0,0.01,0
202501_15,2025-01-10,2025,1,NE,0.06831166980879477,male,white,30-44,master,employed,110454.79,675,32126.29,0.258,0.0487,1
202501_16,2025-01-13,2025,1,NE,0.06973084913677721,female,black,45-59,highschool,employed,63065.63,675,11712.58,0.192,0.01,1
202501_17,2025-01-08,2025,1,NE,0.07542134903955305,male,black,30-44,bachelor,employed,83101.37,686,14143.46,0.216,0.01,0
202501_18,2025-01-24,2025,1,MW,0.06671031996796711,female,white,30-44,master,self-employed,87370.18,668,26239.09,0.328,0.01,0
202501_19,2025-01-25,2025,1,NE,0.06814674917394867,female,black,45-59,highschool,employed,55678.11,650,13063.54,0.174,0.01,0
202501_20,2025-01-27,2025,1,MW,0.06320152363008319,male,black,45-59,highschool,employed,36456.76,690,16847.63,0.285,0.01,0
202501_21,2025-01-02,2025,1,S,0.06991728131239879,male,white,18-29,other,employed,60858.72,628,14070.6,0.164,0.01,1
202501_22,2025-01-09,2025,1,MW,0.06645957895146613,male,hispanic,18-29,phd,employed,114806.82,671,31414.06,0.363,0.0558,0
202501_23,2025-01-11,2025,1,NE,0.06015012738243253,male,black,30-44,master,self-employed,107059.26,698,26478.59,0.2,0.01,0
202501_24,2025-01-01,2025,1,MW,0.061475404358346766,male,other,18-29,highschool,unemployed,20735.08,651,5289.67,0.294,0.01,1
202501_25,2025-01-12,2025,1,MW,0.06004363868304648,female,asian,30-44,master,employed,95406.9,618,20616.23,0.217,0.01,0
202501_26,2025-01-26,2025,1,NE,0.06685069821996763,male,white,30-44,other,employed,44618.2,626,18662.84,0.209,0.01,0
202501_27,2025-01-03,2025,1,W,0.06512664132880666,male,black,30-44,bachelor,employed,77704.11,641,21875.61,0.25,0.01,0
202501_28,2025-01-08,2025,1,S,0.07290086828534226,female,white,30-44,highschool,employed,63380.72,701,19149.4,0.15,0.01,0
202501_29,2025-01-11,2025,1,NE,0.06315231549225166,female,white,30-44,other,employed,59909.93,659,22524.58,0.174,0.01,0
202501_30,2025-01-13,2025,1,MW,0.06852976546828907,male,black,30-44,highschool,employed,59696.7,593,20784.63,0.296,0.01,0
202501_31,2025-01-15,2025,1,NE,0.06307215968470961,female,white,45-59,master,employed,114666.34,731,31090.58,0.13,0.0337,0
202501_32,2025-01-23,2025,1,S,0.07887538375182718,male,white,60+,bachelor,employed,78828.43,695,17736.16,0.171,0.01,1
202501_33,2025-01-04,2025,1,S,0.06777980379198677,female,asian,45-59,bachelor,employed,85064.47,633,16003.68,0.196,0.01,1
202501_34,2025-01-23,2025,1,W,0.05667499851345048,male,asian,18-29,master,employed,138428.6,727,40607.12,0.141,0.1133,1
202501_35,2025-01-12,2025,1,S,0.08743254583567205,male,white,45-59,bachelor,employed,68359.33,652,21392.89,0.32,0.01,0
202501_36,2025-01-25,2025,1,S,0.07943655364972489,male,white,45-59,highschool,employed,72106.07,684,18692.91,0.145,0.01,0
202501_37,2025-01-08,2025,1,MW,0.06239784654755269,male,white,60+,highschool,employed,62764.91,720,24994.01,0.104,0.01,0
202501_38,2025-01-16,2025,1,S,0.08403589734481381,female,hispanic,45-59,highschool,employed,41570.18,645,4884.77,0.15,0.01,0
202501_39,2025-01-03,2025,1,MW,0.06338192823657014,female,white,30-44,bachelor,employed,81372.98,608,23871.88,0.187,0.01,0
202501_40,2025-01-24,2025,1,NE,0.07583295205102633,female,other,18-29,highschool,employed,71156.07,629,15346.66,0.32,0.01,1
202501_41,2025-01-20,2025,1,S,0.07520412380638426,female,hispanic,30-44,highschool,employed,58597.7,636,18557.95,0.176,0.01,0
202501_42,2025-01-11,2025,1,MW,0.05580403603291221,female,hispanic,18-29,highschool,employed,54697.39,644,17697.0,0.278,0.01,0
202501_43,2025-01-01,2025,1,NE,0.07074658200446347,male,white,30-44,highschool,employed,76522.98,635,24315.85,0.248,0.01,0
202501_44,2025-01-19,2025,1,MW,0.05966130313480102,male,white,45-59,other,employed,64792.57,654,11594.17,0.223,0.01,0
